gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,35.51,99.29,Yes
Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,69.67,2384.93,Yes
Male,1,No,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,107.52,2325.49,No
Male,0,No,No,55,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Mailed check,56.99,3428.6,No
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),19.67,331.96,No
Male,0,Yes,No,53,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.26,5723.21,No
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,82.78,5458.89,No
Female,0,No,Yes,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,40.21,2193.65,Yes
Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),95.42,749.31,No
Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),42.96,565.17,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,25.51,1190.32,Yes
Male,0,No,No,66,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.48,1333.2,Yes
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,18.73,814.38,No
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),28.85,683.46,No
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.61,556.48,Yes
Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,No,Electronic check,116.99,1331.67,No
Female,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),69.69,980.24,No
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),41.73,2567.92,No
Male,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,98.2,2978.29,No
Female,0,No,No,64,No,No phone service,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,102.14,6853.08,No
Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,79.7,5238.44,No
Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.0,3964.41,No
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.41,3160.72,No
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),87.86,3397.13,No
Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),33.9,1022.39,No
Female,0,Yes,No,25,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.66,786.17,No
Male,0,No,No,23,Yes,No,DSL,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,45.42,1100.8,No
Female,0,Yes,No,60,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.94,5169.14,Yes
Female,0,No,Yes,56,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,55.18,3038.95,No
Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),34.62,1996.42,Yes
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.27,605.93,Yes
Male,0,No,No,17,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.32,1150.84,Yes
Female,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),92.27,5142.83,No
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,90.56,6126.43,Yes
Female,1,No,No,11,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),113.98,1259.2,Yes
Female,0,No,No,67,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.89,6338.99,No
Male,0,Yes,No,40,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.67,3837.1,Yes
Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,31.77,1205.44,No
Male,0,No,No,56,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,33.96,1827.58,Yes
Female,0,No,No,53,No,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,95.48,4757.76,No
Male,1,Yes,No,28,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),90.13,2351.36,No
Male,0,Yes,Yes,42,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),40.92,1623.06,No
Male,0,No,Yes,46,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.16,1907.07,No
Female,0,Yes,Yes,18,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.6,621.05,No
Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,37.49,903.45,No
Male,0,No,No,26,Yes,No phone service,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),22.94,566.21,No
Female,0,Yes,Yes,29,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.83,2576.53,No
Male,0,No,No,52,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),66.38,3134.18,No
Female,0,No,Yes,46,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),23.62,1131.52,No
Female,0,No,Yes,1,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,72.91,67.82,No
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,22.73,1517.51,Yes
Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,83.2,1224.94,No
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,88.71,2080.82,Yes
Male,0,Yes,No,62,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.07,6325.16,Yes
Female,0,No,Yes,16,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.15,1165.58,No
Female,0,Yes,No,69,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,90.05,5707.75,Yes
Female,0,Yes,No,70,Yes,No phone service,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,89.25,5911.93,No
Male,0,Yes,No,34,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),103.46,3637.77,No
Female,0,Yes,No,53,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,87.76,4509.05,No
Male,1,No,No,23,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,22.08,537.39,No
Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),40.62,1910.49,Yes
Male,0,No,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,54.03,2464.67,No
Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,36.92,1203.91,No
Female,0,No,Yes,23,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,94.24,2073.74,No
Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,46.1,991.63,Yes
Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),71.47,1250.26,No
Female,0,No,No,72,No,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,49.16,3389.94,Yes
Male,1,Yes,No,29,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.26,2497.94,No
Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),86.91,1442.14,No
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.21,7592.2,Yes
Male,0,Yes,Yes,12,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,80.51,972.41,No
Female,0,No,Yes,10,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),102.66,945.32,Yes
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.03,3320.47,Yes
Female,0,Yes,No,55,No,No,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),19.17,1141.46,Yes
Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),45.96,182.88,Yes
Male,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,23.37,1502.41,No
Female,0,Yes,No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.9,235.83,No
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),78.09,1502.04,No
Female,0,No,Yes,8,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,One year,No,Mailed check,37.27,304.46,No
Female,0,Yes,No,32,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.08,2764.59,Yes
Male,0,Yes,No,49,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.08,2615.34,No
Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,113.17,7271.65,No
Male,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,37.83,2271.1,No
Female,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,69.52,5018.75,No
Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),65.48,2676.94,No
Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.06,2148.61,Yes
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.6,4297.61,No
Male,0,No,Yes,26,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No,One year,Yes,Mailed check,23.59,659.01,Yes
Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.4,518.67,No
Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,24.42,1535.14,No
Female,0,Yes,No,66,Yes,No,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Electronic check,85.12,5682.3,No
Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),29.01,1029.66,No
Male,1,No,Yes,66,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,59.84,4061.24,No
Female,1,Yes,No,46,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,67.64,2857.06,No
Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,64.66,1003.28,No
Male,0,No,No,16,Yes,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,21.18,368.69,No
Female,0,Yes,Yes,72,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),52.6,3922.16,No
Female,0,No,No,16,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,116.71,1857.84,No
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.3,3082.84,Yes
Male,0,Yes,No,11,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,55.31,628.54,No
Female,0,No,Yes,36,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),88.81,3213.44,No
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),50.98,971.92,Yes
Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),96.72,2414.93,Yes
Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,62.88,2800.6,Yes
Male,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,97.32,4427.7,No
Female,0,Yes,No,44,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.66,4159.02,No
Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,52.05,48.67,No
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,55.79,356.43,Yes
Male,0,No,Yes,48,No,Yes,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),67.35,3435.04,No
Male,1,No,No,16,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,79.06,1360.85,Yes
Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),115.77,6062.22,Yes
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,86.56,3811.83,No
Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.59,2307.12,No
Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.99,5695.29,No
Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.09,1046.47,Yes
Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.24,2925.87,Yes
Female,0,No,No,9,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.38,672.69,No
Female,1,No,Yes,41,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,31.54,1210.1,No
Male,0,Yes,No,63,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,70.48,4021.51,Yes
Male,0,Yes,No,14,No,No,No,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,91.03,1326.06,No
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,68.33,3789.06,Yes
Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.85,3787.6,No
Female,0,Yes,No,28,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,85.34,2583.47,No
Female,0,No,No,4,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,68.14,274.77,No
Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,52.39,1609.66,Yes
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,63.49,264.66,Yes
Male,0,Yes,No,70,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,One year,No,Credit card (automatic),25.96,1987.15,No
Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,One year,No,Electronic check,100.84,6319.41,No
Male,1,No,No,4,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,53.01,232.61,Yes
Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,81.11,3724.45,No
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.77,407.32,No
Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.16,1803.77,No
Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,54.07,1789.5,Yes
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Electronic check,116.46,2884.88,Yes
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,93.05,202.46,No
Female,0,Yes,No,54,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,59.95,3076.27,No
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),109.2,8060.32,No
Male,0,No,Yes,48,Yes,No,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),77.8,3589.66,Yes
Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),104.34,5053.4,Yes
Male,1,No,No,1,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,71.62,73.17,Yes
Female,0,Yes,No,33,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,113.01,3463.19,No
Male,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.26,3439.01,No
Male,0,Yes,Yes,54,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,26.16,1334.96,No
Female,0,No,No,56,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,87.66,5310.27,Yes
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),63.46,874.29,No
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),33.38,2531.22,No
Male,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),99.7,404.74,No
Female,0,No,No,64,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.0,4539.53,No
Male,0,No,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.62,888.07,No
Female,0,Yes,No,24,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),51.15,1329.66,No
Female,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),35.13,1543.33,No
Male,0,No,No,6,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),80.53,528.62,No
Male,1,No,No,27,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.8,2172.44,No
Male,0,No,No,10,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,48.05,473.73,Yes
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,46.32,1706.81,No
Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,29.31,1045.34,No
Male,0,No,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.48,5866.18,No
Female,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),50.06,2600.25,Yes
Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),79.1,5193.65,Yes
Female,1,Yes,Yes,72,No,Yes,No,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,37.28,2897.51,No
Female,0,No,No,51,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,91.47,4643.17,No
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),85.36,5223.35,Yes
Female,0,No,No,49,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Mailed check,30.57,1514.94,No
Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),19.83,1029.25,No
Male,0,No,No,28,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),20.24,592.61,No
Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.48,1548.67,No
Male,1,No,Yes,25,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),59.93,1405.44,No
Male,0,No,Yes,36,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),119.88,3921.92,Yes
Female,0,No,No,60,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),115.93,7291.7,No
Male,0,No,Yes,7,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),34.13,234.86,No
Male,0,Yes,Yes,65,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.91,4982.76,No
Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),41.27,1589.76,No
Female,0,No,No,30,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.7,585.31,Yes
Male,0,Yes,No,47,Yes,No,No,Yes,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),82.61,3627.39,No
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,36.19,998.09,Yes
Male,1,Yes,No,5,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.65,250.43,No
Male,0,No,Yes,65,Yes,No,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,43.07,2806.53,No
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,39.5,2787.33,No
Female,0,No,Yes,63,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,21.32,1428.16,No
Female,0,No,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,96.62,5023.74,No
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),44.22,754.75,Yes
Female,0,Yes,No,51,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),117.95,6533.38,Yes
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.79,4085.45,Yes
Female,0,Yes,No,9,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,106.81,1014.52,Yes
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,110.17,4516.55,Yes
Male,0,No,No,53,No,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,22.22,1071.08,Yes
Male,0,No,Yes,13,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,88.08,1111.82,No
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,28.54,1377.12,Yes
Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),62.48,3316.35,No
Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,65.37,4425.6,No
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,22.32,715.97,No
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,57.61,845.26,Yes
